MeasureID,GeoType,GeoID,Time,ban_summary_flag,Value,CI,Note,DisplayValue,MeasureName
695,Borough,1,2013-2014,0,20358.0,,,"20,358",
695,Borough,1,2012-2013,0,19330.0,,,"19,330",
695,Borough,1,2011-2012,0,17993.0,,,"17,993",
695,Borough,1,2010-2011,0,14995.0,,,"14,995",
695,Borough,2,2013-2014,0,18977.0,,,"18,977",
695,Borough,2,2012-2013,0,18500.0,,,"18,500",
695,Borough,2,2011-2012,0,17717.0,,,"17,717",
695,Borough,2,2010-2011,0,15297.0,,,"15,297",
695,Borough,3,2013-2014,0,8317.0,,,"8,317",
695,Borough,3,2012-2013,0,7936.0,,,"7,936",
695,Borough,3,2011-2012,0,7444.0,,,"7,444",
695,Borough,3,2010-2011,0,6120.0,,,"6,120",
695,Borough,4,2013-2014,0,18398.0,,,"18,398",
695,Borough,4,2012-2013,0,17763.0,,,"17,763",
695,Borough,4,2011-2012,0,16920.0,,,"16,920",
695,Borough,4,2010-2011,0,14000.0,,,"14,000",
695,Borough,5,2013-2014,0,3760.0,,,"3,760",
695,Borough,5,2012-2013,0,3728.0,,,"3,728",
695,Borough,5,2011-2012,0,3674.0,,,"3,674",
695,Borough,5,2010-2011,0,3289.0,,,"3,289",
695,UHF42,101,2013-2014,0,675.0,,,675,
695,UHF42,101,2012-2013,0,688.0,,,688,
695,UHF42,101,2011-2012,0,700.0,,,700,
695,UHF42,101,2010-2011,0,587.0,,,587,
695,UHF42,102,2013-2014,0,2250.0,,,"2,250",
695,UHF42,102,2012-2013,0,2162.0,,,"2,162",
695,UHF42,102,2011-2012,0,2016.0,,,"2,016",
695,UHF42,102,2010-2011,0,1685.0,,,"1,685",
695,UHF42,103,2013-2014,0,3486.0,,,"3,486",
695,UHF42,103,2012-2013,0,3363.0,,,"3,363",
695,UHF42,103,2011-2012,0,3187.0,,,"3,187",
695,UHF42,103,2010-2011,0,2779.0,,,"2,779",
695,UHF42,104,2013-2014,0,3946.0,,,"3,946",
695,UHF42,104,2012-2013,0,3752.0,,,"3,752",
695,UHF42,104,2011-2012,0,3517.0,,,"3,517",
695,UHF42,104,2010-2011,0,2904.0,,,"2,904",
695,UHF42,105,2013-2014,0,3561.0,,,"3,561",
695,UHF42,105,2012-2013,0,3317.0,,,"3,317",
695,UHF42,105,2011-2012,0,3091.0,,,"3,091",
695,UHF42,105,2010-2011,0,2581.0,,,"2,581",
695,UHF42,106,2013-2014,0,3481.0,,,"3,481",
695,UHF42,106,2012-2013,0,3280.0,,,"3,280",
695,UHF42,106,2011-2012,0,2964.0,,,"2,964",
695,UHF42,106,2010-2011,0,2370.0,,,"2,370",
695,UHF42,107,2013-2014,0,2959.0,,,"2,959",
695,UHF42,107,2012-2013,0,2768.0,,,"2,768",
695,UHF42,107,2011-2012,0,2518.0,,,"2,518",
695,UHF42,107,2010-2011,0,2089.0,,,"2,089",
695,UHF42,201,2013-2014,0,526.0,,,526,
695,UHF42,201,2012-2013,0,537.0,,,537,
695,UHF42,201,2011-2012,0,496.0,,,496,
695,UHF42,201,2010-2011,0,428.0,,,428,
695,UHF42,202,2013-2014,0,1286.0,,,"1,286",
695,UHF42,202,2012-2013,0,1287.0,,,"1,287",
695,UHF42,202,2011-2012,0,1184.0,,,"1,184",
695,UHF42,202,2010-2011,0,984.0,,,984,
695,UHF42,203,2013-2014,0,4158.0,,,"4,158",
695,UHF42,203,2012-2013,0,3975.0,,,"3,975",
695,UHF42,203,2011-2012,0,3717.0,,,"3,717",
695,UHF42,203,2010-2011,0,3265.0,,,"3,265",
695,UHF42,204,2013-2014,0,2425.0,,,"2,425",
695,UHF42,204,2012-2013,0,2354.0,,,"2,354",
695,UHF42,204,2011-2012,0,2300.0,,,"2,300",
695,UHF42,204,2010-2011,0,2049.0,,,"2,049",
695,UHF42,205,2013-2014,0,640.0,,,640,
695,UHF42,205,2012-2013,0,633.0,,,633,
695,UHF42,205,2011-2012,0,595.0,,,595,
695,UHF42,205,2010-2011,0,424.0,,,424,
695,UHF42,206,2013-2014,0,1189.0,,,"1,189",
695,UHF42,206,2012-2013,0,1167.0,,,"1,167",
695,UHF42,206,2011-2012,0,1132.0,,,"1,132",
695,UHF42,206,2010-2011,0,928.0,,,928,
695,UHF42,207,2013-2014,0,2422.0,,,"2,422",
695,UHF42,207,2012-2013,0,2244.0,,,"2,244",
695,UHF42,207,2011-2012,0,2177.0,,,"2,177",
695,UHF42,207,2010-2011,0,1912.0,,,"1,912",
695,UHF42,208,2013-2014,0,1707.0,,,"1,707",
695,UHF42,208,2012-2013,0,1644.0,,,"1,644",
695,UHF42,208,2011-2012,0,1554.0,,,"1,554",
695,UHF42,208,2010-2011,0,1343.0,,,"1,343",
695,UHF42,209,2013-2014,0,897.0,,,897,
695,UHF42,209,2012-2013,0,909.0,,,909,
695,UHF42,209,2011-2012,0,862.0,,,862,
695,UHF42,209,2010-2011,0,702.0,,,702,
695,UHF42,210,2013-2014,0,1172.0,,,"1,172",
695,UHF42,210,2012-2013,0,1193.0,,,"1,193",
695,UHF42,210,2011-2012,0,1174.0,,,"1,174",
695,UHF42,210,2010-2011,0,1036.0,,,"1,036",
695,UHF42,211,2013-2014,0,2555.0,,,"2,555",
695,UHF42,211,2012-2013,0,2557.0,,,"2,557",
695,UHF42,211,2011-2012,0,2526.0,,,"2,526",
695,UHF42,211,2010-2011,0,2226.0,,,"2,226",
695,UHF42,301,2013-2014,0,2138.0,,,"2,138",
695,UHF42,301,2012-2013,0,2096.0,,,"2,096",
695,UHF42,301,2011-2012,0,2018.0,,,"2,018",
695,UHF42,301,2010-2011,0,1593.0,,,"1,593",
695,UHF42,302,2013-2014,0,1635.0,,,"1,635",
695,UHF42,302,2012-2013,0,1500.0,,,"1,500",
695,UHF42,302,2011-2012,0,1437.0,,,"1,437",
695,UHF42,302,2010-2011,0,1235.0,,,"1,235",
695,UHF42,303,2013-2014,0,1349.0,,,"1,349",
695,UHF42,303,2012-2013,0,1306.0,,,"1,306",
695,UHF42,303,2011-2012,0,1194.0,,,"1,194",
695,UHF42,303,2010-2011,0,977.0,,,977,
695,UHF42,304,2013-2014,0,781.0,,,781,
695,UHF42,304,2012-2013,0,742.0,,,742,
695,UHF42,304,2011-2012,0,661.0,,,661,
695,UHF42,304,2010-2011,0,553.0,,,553,
695,UHF42,305,2013-2014,0,487.0,,,487,
695,UHF42,305,2012-2013,0,466.0,,,466,
695,UHF42,305,2011-2012,0,448.0,,,448,
695,UHF42,305,2010-2011,0,368.0,,,368,
695,UHF42,306,2013-2014,0,325.0,,,325,
695,UHF42,306,2012-2013,0,298.0,,,298,
695,UHF42,306,2011-2012,0,281.0,,,281,
695,UHF42,306,2010-2011,0,227.0,,,227,
695,UHF42,307,2013-2014,0,198.0,,,198,
695,UHF42,307,2012-2013,0,173.0,,,173,
695,UHF42,307,2011-2012,0,142.0,,,142,
695,UHF42,307,2010-2011,0,125.0,,,125,
695,UHF42,308,2013-2014,0,190.0,,,190,
695,UHF42,308,2012-2013,0,166.0,,,166,
695,UHF42,308,2011-2012,0,155.0,,,155,
695,UHF42,308,2010-2011,0,136.0,,,136,
695,UHF42,309,2013-2014,0,1016.0,,,"1,016",
695,UHF42,309,2012-2013,0,999.0,,,999,
695,UHF42,309,2011-2012,0,944.0,,,944,
695,UHF42,309,2010-2011,0,785.0,,,785,
695,UHF42,310,2013-2014,0,198.0,,,198,
695,UHF42,310,2012-2013,0,190.0,,,190,
695,UHF42,310,2011-2012,0,164.0,,,164,
695,UHF42,310,2010-2011,0,121.0,,,121,
695,UHF42,401,2013-2014,0,1380.0,,,"1,380",
695,UHF42,401,2012-2013,0,1362.0,,,"1,362",
695,UHF42,401,2011-2012,0,1229.0,,,"1,229",
695,UHF42,401,2010-2011,0,1024.0,,,"1,024",
695,UHF42,402,2013-2014,0,4188.0,,,"4,188",
695,UHF42,402,2012-2013,0,3924.0,,,"3,924",
695,UHF42,402,2011-2012,0,3657.0,,,"3,657",
695,UHF42,402,2010-2011,0,2930.0,,,"2,930",
695,UHF42,403,2013-2014,0,1585.0,,,"1,585",
695,UHF42,403,2012-2013,0,1590.0,,,"1,590",
695,UHF42,403,2011-2012,0,1488.0,,,"1,488",
695,UHF42,403,2010-2011,0,1217.0,,,"1,217",
695,UHF42,404,2013-2014,0,564.0,,,564,
695,UHF42,404,2012-2013,0,555.0,,,555,
695,UHF42,404,2011-2012,0,540.0,,,540,
695,UHF42,404,2010-2011,0,478.0,,,478,
695,UHF42,405,2013-2014,0,1801.0,,,"1,801",
695,UHF42,405,2012-2013,0,1754.0,,,"1,754",
695,UHF42,405,2011-2012,0,1673.0,,,"1,673",
695,UHF42,405,2010-2011,0,1314.0,,,"1,314",
695,UHF42,406,2013-2014,0,611.0,,,611,
695,UHF42,406,2012-2013,0,627.0,,,627,
695,UHF42,406,2011-2012,0,597.0,,,597,
695,UHF42,406,2010-2011,0,501.0,,,501,
695,UHF42,407,2013-2014,0,2532.0,,,"2,532",
695,UHF42,407,2012-2013,0,2495.0,,,"2,495",
695,UHF42,407,2011-2012,0,2369.0,,,"2,369",
695,UHF42,407,2010-2011,0,1928.0,,,"1,928",
695,UHF42,408,2013-2014,0,2890.0,,,"2,890",
695,UHF42,408,2012-2013,0,2716.0,,,"2,716",
695,UHF42,408,2011-2012,0,2602.0,,,"2,602",
695,UHF42,408,2010-2011,0,2208.0,,,"2,208",
695,UHF42,409,2013-2014,0,1594.0,,,"1,594",
695,UHF42,409,2012-2013,0,1596.0,,,"1,596",
695,UHF42,409,2011-2012,0,1542.0,,,"1,542",
695,UHF42,409,2010-2011,0,1383.0,,,"1,383",
695,UHF42,410,2013-2014,0,1253.0,,,"1,253",
695,UHF42,410,2012-2013,0,1144.0,,,"1,144",
695,UHF42,410,2011-2012,0,1223.0,,,"1,223",
695,UHF42,410,2010-2011,0,1017.0,,,"1,017",
695,UHF42,501,2013-2014,0,998.0,,,998,
695,UHF42,501,2012-2013,0,910.0,,,910,
695,UHF42,501,2011-2012,0,886.0,,,886,
695,UHF42,501,2010-2011,0,834.0,,,834,
695,UHF42,502,2013-2014,0,1106.0,,,"1,106",
695,UHF42,502,2012-2013,0,1096.0,,,"1,096",
695,UHF42,502,2011-2012,0,1044.0,,,"1,044",
695,UHF42,502,2010-2011,0,916.0,,,916,
695,UHF42,503,2013-2014,0,535.0,,,535,
695,UHF42,503,2012-2013,0,553.0,,,553,
695,UHF42,503,2011-2012,0,544.0,,,544,
695,UHF42,503,2010-2011,0,458.0,,,458,
695,UHF42,504,2013-2014,0,1121.0,,,"1,121",
695,UHF42,504,2012-2013,0,1169.0,,,"1,169",
695,UHF42,504,2011-2012,0,1200.0,,,"1,200",
695,UHF42,504,2010-2011,0,1081.0,,,"1,081",
695,Citywide,1,2013-2014,0,69842.0,,,"69,842",
695,Citywide,1,2012-2013,0,67273.0,,,"67,273",
695,Citywide,1,2011-2012,0,63767.0,,,"63,767",
695,Citywide,1,2010-2011,0,53715.0,,,"53,715",
696,Borough,1,2013-2014,0,102.5,,,102.5,
696,Borough,1,2012-2013,0,97.4,,,97.4,
696,Borough,1,2011-2012,0,90.8,,,90.8,
696,Borough,1,2010-2011,0,75.8,,,75.8,
696,Borough,2,2013-2014,0,59.6,,,59.6,
696,Borough,2,2012-2013,0,58.1,,,58.1,
696,Borough,2,2011-2012,0,55.8,,,55.8,
696,Borough,2,2010-2011,0,47.9,,,47.9,
696,Borough,3,2013-2014,0,68.4,,,68.4,
696,Borough,3,2012-2013,0,65.3,,,65.3,
696,Borough,3,2011-2012,0,61.5,,,61.5,
696,Borough,3,2010-2011,0,51.0,,,51.0,
696,Borough,4,2013-2014,0,73.9,,,73.9,
696,Borough,4,2012-2013,0,71.3,,,71.3,
696,Borough,4,2011-2012,0,68.2,,,68.2,
696,Borough,4,2010-2011,0,56.4,,,56.4,
696,Borough,5,2013-2014,0,63.1,,,63.1,
696,Borough,5,2012-2013,0,62.5,,,62.5,
696,Borough,5,2011-2012,0,61.3,,,61.3,
696,Borough,5,2010-2011,0,54.3,,,54.3,
696,UHF42,101,2013-2014,0,71.9,,,71.9,
696,UHF42,101,2012-2013,0,73.3,,,73.3,
696,UHF42,101,2011-2012,0,75.4,,,75.4,
696,UHF42,101,2010-2011,0,64.5,,,64.5,
696,UHF42,102,2013-2014,0,92.7,,,92.7,
696,UHF42,102,2012-2013,0,89.1,,,89.1,
696,UHF42,102,2011-2012,0,83.0,,,83.0,
696,UHF42,102,2010-2011,0,69.2,,,69.2,
696,UHF42,103,2013-2014,0,94.4,,,94.4,
696,UHF42,103,2012-2013,0,91.0,,,91.0,
696,UHF42,103,2011-2012,0,86.5,,,86.5,
696,UHF42,103,2010-2011,0,75.5,,,75.5,
696,UHF42,104,2013-2014,0,98.4,,,98.4,
696,UHF42,104,2012-2013,0,93.6,,,93.6,
696,UHF42,104,2011-2012,0,88.1,,,88.1,
696,UHF42,104,2010-2011,0,73.3,,,73.3,
696,UHF42,105,2013-2014,0,106.5,,,106.5,
696,UHF42,105,2012-2013,0,99.2,,,99.2,
696,UHF42,105,2011-2012,0,92.5,,,92.5,
696,UHF42,105,2010-2011,0,77.1,,,77.1,
696,UHF42,106,2013-2014,0,105.2,,,105.2,
696,UHF42,106,2012-2013,0,99.1,,,99.1,
696,UHF42,106,2011-2012,0,89.5,,,89.5,
696,UHF42,106,2010-2011,0,71.4,,,71.4,
696,UHF42,107,2013-2014,0,131.9,,,131.9,
696,UHF42,107,2012-2013,0,123.4,,,123.4,
696,UHF42,107,2011-2012,0,112.3,,,112.3,
696,UHF42,107,2010-2011,0,93.0,,,93.0,
696,UHF42,201,2013-2014,0,38.4,,,38.4,
696,UHF42,201,2012-2013,0,39.2,,,39.2,
696,UHF42,201,2011-2012,0,36.5,,,36.5,
696,UHF42,201,2010-2011,0,31.7,,,31.7,
696,UHF42,202,2013-2014,0,63.9,,,63.9,
696,UHF42,202,2012-2013,0,63.9,,,63.9,
696,UHF42,202,2011-2012,0,59.2,,,59.2,
696,UHF42,202,2010-2011,0,49.3,,,49.3,
696,UHF42,203,2013-2014,0,103.6,,,103.6,
696,UHF42,203,2012-2013,0,99.0,,,99.0,
696,UHF42,203,2011-2012,0,92.1,,,92.1,
696,UHF42,203,2010-2011,0,79.7,,,79.7,
696,UHF42,204,2013-2014,0,84.2,,,84.2,
696,UHF42,204,2012-2013,0,81.8,,,81.8,
696,UHF42,204,2011-2012,0,79.5,,,79.5,
696,UHF42,204,2010-2011,0,69.8,,,69.8,
696,UHF42,205,2013-2014,0,40.7,,,40.7,
696,UHF42,205,2012-2013,0,40.3,,,40.3,
696,UHF42,205,2011-2012,0,38.0,,,38.0,
696,UHF42,205,2010-2011,0,26.9,,,26.9,
696,UHF42,206,2013-2014,0,22.4,,,22.4,
696,UHF42,206,2012-2013,0,22.0,,,22.0,
696,UHF42,206,2011-2012,0,21.5,,,21.5,
696,UHF42,206,2010-2011,0,17.7,,,17.7,
696,UHF42,207,2013-2014,0,66.2,,,66.2,
696,UHF42,207,2012-2013,0,61.4,,,61.4,
696,UHF42,207,2011-2012,0,59.2,,,59.2,
696,UHF42,207,2010-2011,0,51.3,,,51.3,
696,UHF42,208,2013-2014,0,68.3,,,68.3,
696,UHF42,208,2012-2013,0,65.8,,,65.8,
696,UHF42,208,2011-2012,0,62.0,,,62.0,
696,UHF42,208,2010-2011,0,53.0,,,53.0,
696,UHF42,209,2013-2014,0,39.1,,,39.1,
696,UHF42,209,2012-2013,0,39.6,,,39.6,
696,UHF42,209,2011-2012,0,37.9,,,37.9,
696,UHF42,209,2010-2011,0,30.9,,,30.9,
696,UHF42,210,2013-2014,0,36.1,,,36.1,
696,UHF42,210,2012-2013,0,36.7,,,36.7,
696,UHF42,210,2011-2012,0,36.4,,,36.4,
696,UHF42,210,2010-2011,0,32.2,,,32.2,
696,UHF42,211,2013-2014,0,86.3,,,86.3,
696,UHF42,211,2012-2013,0,86.4,,,86.4,
696,UHF42,211,2011-2012,0,85.2,,,85.2,
696,UHF42,211,2010-2011,0,74.4,,,74.4,
696,UHF42,301,2013-2014,0,84.3,,,84.3,
696,UHF42,301,2012-2013,0,82.7,,,82.7,
696,UHF42,301,2011-2012,0,79.5,,,79.5,
696,UHF42,301,2010-2011,0,62.4,,,62.4,
696,UHF42,302,2013-2014,0,91.2,,,91.2,
696,UHF42,302,2012-2013,0,83.7,,,83.7,
696,UHF42,302,2011-2012,0,80.3,,,80.3,
696,UHF42,302,2010-2011,0,68.8,,,68.8,
696,UHF42,303,2013-2014,0,102.0,,,102.0,
696,UHF42,303,2012-2013,0,98.7,,,98.7,
696,UHF42,303,2011-2012,0,90.2,,,90.2,
696,UHF42,303,2010-2011,0,73.5,,,73.5,
696,UHF42,304,2013-2014,0,47.6,,,47.6,
696,UHF42,304,2012-2013,0,45.2,,,45.2,
696,UHF42,304,2011-2012,0,40.7,,,40.7,
696,UHF42,304,2010-2011,0,34.7,,,34.7,
696,UHF42,305,2013-2014,0,29.7,,,29.7,
696,UHF42,305,2012-2013,0,28.4,,,28.4,
696,UHF42,305,2011-2012,0,27.6,,,27.6,
696,UHF42,305,2010-2011,0,23.3,,,23.3,
696,UHF42,306,2013-2014,0,58.0,,,58.0,
696,UHF42,306,2012-2013,0,53.2,,,53.2,
696,UHF42,306,2011-2012,0,50.5,,,50.5,
696,UHF42,306,2010-2011,0,41.4,,,41.4,
696,UHF42,307,2013-2014,0,41.7,,,41.7,
696,UHF42,307,2012-2013,0,36.4,,,36.4,
696,UHF42,307,2011-2012,0,30.2,,,30.2,
696,UHF42,307,2010-2011,0,27.2,,,27.2,
696,UHF42,308,2013-2014,0,42.3,,,42.3,
696,UHF42,308,2012-2013,0,36.9,,,36.9,
696,UHF42,308,2011-2012,0,34.9,,,34.9,
696,UHF42,308,2010-2011,0,31.4,,,31.4,
696,UHF42,309,2013-2014,0,77.5,,,77.5,
696,UHF42,309,2012-2013,0,76.2,,,76.2,
696,UHF42,309,2011-2012,0,72.2,,,72.2,
696,UHF42,309,2010-2011,0,60.5,,,60.5,
696,UHF42,310,2013-2014,0,63.8,,,63.8,
696,UHF42,310,2012-2013,0,61.2,,,61.2,
696,UHF42,310,2011-2012,0,53.3,,,53.3,
696,UHF42,310,2010-2011,0,40.1,,,40.1,
696,UHF42,401,2013-2014,0,78.2,,,78.2,
696,UHF42,401,2012-2013,0,77.2,,,77.2,
696,UHF42,401,2011-2012,0,70.0,,,70.0,
696,UHF42,401,2010-2011,0,58.5,,,58.5,
696,UHF42,402,2013-2014,0,77.3,,,77.3,
696,UHF42,402,2012-2013,0,72.4,,,72.4,
696,UHF42,402,2011-2012,0,67.9,,,67.9,
696,UHF42,402,2010-2011,0,54.6,,,54.6,
696,UHF42,403,2013-2014,0,65.6,,,65.6,
696,UHF42,403,2012-2013,0,65.8,,,65.8,
696,UHF42,403,2011-2012,0,61.9,,,61.9,
696,UHF42,403,2010-2011,0,50.9,,,50.9,
696,UHF42,404,2013-2014,0,59.4,,,59.4,
696,UHF42,404,2012-2013,0,58.4,,,58.4,
696,UHF42,404,2011-2012,0,57.1,,,57.1,
696,UHF42,404,2010-2011,0,50.8,,,50.8,
696,UHF42,405,2013-2014,0,72.4,,,72.4,
696,UHF42,405,2012-2013,0,70.5,,,70.5,
696,UHF42,405,2011-2012,0,67.6,,,67.6,
696,UHF42,405,2010-2011,0,53.5,,,53.5,
696,UHF42,406,2013-2014,0,55.7,,,55.7,
696,UHF42,406,2012-2013,0,57.1,,,57.1,
696,UHF42,406,2011-2012,0,54.7,,,54.7,
696,UHF42,406,2010-2011,0,46.1,,,46.1,
696,UHF42,407,2013-2014,0,75.4,,,75.4,
