MeasureID,GeoType,GeoID,Time,ban_summary_flag,Value,CI,Note,DisplayValue,MeasureName
370,Borough,1.0,Winter 2020-21,0,0.6612,,,0.7,
370,Borough,1.0,Winter 2019-20,0,0.65,,,0.6,
370,Borough,1.0,Winter 2018-19,0,0.66,,,0.7,
370,Borough,1.0,Winter 2017-18,0,0.86,,,0.9,
370,Borough,1.0,Winter 2016-17,0,0.92,,,0.9,
370,Borough,1.0,Winter 2015-16,0,0.94,,,0.9,
370,Borough,1.0,Winter 2014-15,0,1.01,,,1.0,
370,Borough,1.0,Winter 2013-14,0,1.18,,,1.2,
370,Borough,1.0,Winter 2012-13,0,1.31,,,1.3,
370,Borough,1.0,Winter 2011-12,0,1.22,,,1.2,
370,Borough,1.0,Winter 2010-11,0,1.46,,,1.5,
370,Borough,1.0,Winter 2009-10,0,1.44,,,1.4,
370,Borough,1.0,Winter 2008-09,0,1.48,,,1.5,
370,Borough,1.0,Summer 2021,0,0.7445,,,0.7,
370,Borough,1.0,Summer 2020,0,0.58,,,0.6,
370,Borough,1.0,Summer 2019,0,0.88,,,0.9,
370,Borough,1.0,Summer 2018,0,0.91,,,0.9,
370,Borough,1.0,Summer 2017,0,1.06,,,1.1,
370,Borough,1.0,Summer 2016,0,0.96,,,1.0,
370,Borough,1.0,Summer 2015,0,1.06,,,1.1,
370,Borough,1.0,Summer 2014,0,1.08,,,1.1,
370,Borough,1.0,Summer 2013,0,1.14,,,1.1,
370,Borough,1.0,Summer 2012,0,1.11,,,1.1,
370,Borough,1.0,Summer 2011,0,1.24,,,1.2,
370,Borough,1.0,Summer 2010,0,1.26,,,1.3,
370,Borough,1.0,Summer 2009,0,1.22,,,1.2,
370,Borough,1.0,Annual Average 2021,0,0.6895,,,0.7,
370,Borough,1.0,Annual Average 2020,0,0.59,,,0.6,
370,Borough,1.0,Annual Average 2019,0,0.75,,,0.8,
370,Borough,1.0,Annual Average 2018,0,0.8,,,0.8,
370,Borough,1.0,Annual Average 2017,0,0.86,,,0.9,
370,Borough,1.0,Annual Average 2016,0,0.92,,,0.9,
370,Borough,1.0,Annual Average 2015,0,1.04,,,1.0,
370,Borough,1.0,Annual Average 2014,0,1.1,,,1.1,
370,Borough,1.0,Annual Average 2013,0,1.19,,,1.2,
370,Borough,1.0,Annual Average 2012,0,1.17,,,1.2,
370,Borough,1.0,Annual Average 2011,0,1.29,,,1.3,
370,Borough,1.0,Annual Average 2010,0,1.29,,,1.3,
370,Borough,1.0,Annual Average 2009,0,1.31,,,1.3,
370,Borough,2.0,Winter 2020-21,0,0.6181,,,0.6,
370,Borough,2.0,Winter 2019-20,0,0.57,,,0.6,
370,Borough,2.0,Winter 2018-19,0,0.55,,,0.6,
370,Borough,2.0,Winter 2017-18,0,0.76,,,0.8,
370,Borough,2.0,Winter 2016-17,0,0.72,,,0.7,
370,Borough,2.0,Winter 2015-16,0,0.83,,,0.8,
370,Borough,2.0,Winter 2014-15,0,0.82,,,0.8,
370,Borough,2.0,Winter 2013-14,0,0.85,,,0.8,
370,Borough,2.0,Winter 2012-13,0,0.96,,,1.0,
370,Borough,2.0,Winter 2011-12,0,0.95,,,0.9,
370,Borough,2.0,Winter 2010-11,0,1.08,,,1.1,
370,Borough,2.0,Winter 2009-10,0,1.1,,,1.1,
370,Borough,2.0,Winter 2008-09,0,1.09,,,1.1,
370,Borough,2.0,Summer 2021,0,0.6438,,,0.6,
370,Borough,2.0,Summer 2020,0,0.47,,,0.5,
370,Borough,2.0,Summer 2019,0,0.81,,,0.8,
370,Borough,2.0,Summer 2018,0,0.77,,,0.8,
370,Borough,2.0,Summer 2017,0,0.84,,,0.8,
370,Borough,2.0,Summer 2016,0,0.85,,,0.8,
370,Borough,2.0,Summer 2015,0,0.9,,,0.9,
370,Borough,2.0,Summer 2014,0,0.88,,,0.9,
370,Borough,2.0,Summer 2013,0,0.97,,,1.0,
370,Borough,2.0,Summer 2012,0,1.03,,,1.0,
370,Borough,2.0,Summer 2011,0,1.12,,,1.1,
370,Borough,2.0,Summer 2010,0,1.11,,,1.1,
370,Borough,2.0,Summer 2009,0,1.07,,,1.1,
370,Borough,2.0,Annual Average 2021,0,0.5951,,,0.6,
370,Borough,2.0,Annual Average 2020,0,0.48,,,0.5,
370,Borough,2.0,Annual Average 2019,0,0.62,,,0.6,
370,Borough,2.0,Annual Average 2018,0,0.69,,,0.7,
370,Borough,2.0,Annual Average 2017,0,0.73,,,0.7,
370,Borough,2.0,Annual Average 2016,0,0.83,,,0.8,
370,Borough,2.0,Annual Average 2015,0,0.86,,,0.9,
370,Borough,2.0,Annual Average 2014,0,0.85,,,0.8,
370,Borough,2.0,Annual Average 2013,0,0.92,,,0.9,
370,Borough,2.0,Annual Average 2012,0,0.97,,,1.0,
370,Borough,2.0,Annual Average 2011,0,1.04,,,1.0,
370,Borough,2.0,Annual Average 2010,0,1.06,,,1.1,
370,Borough,2.0,Annual Average 2009,0,1.05,,,1.0,
370,Borough,3.0,Winter 2020-21,0,0.7691,,,0.8,
