MeasureID,GeoType,GeoID,Time,ban_summary_flag,Value,CI,Note,DisplayValue,MeasureName
365,Borough,1,Winter 2020-21,0,6.5656,,,6.6,
365,Borough,1,Winter 2019-20,0,7.02,,,7.0,
365,Borough,1,Winter 2018-19,0,7.46,,,7.5,
365,Borough,1,Winter 2017-18,0,8.28,,,8.3,
365,Borough,1,Winter 2016-17,0,8.3,,,8.3,
365,Borough,1,Winter 2015-16,0,8.4,,,8.4,
365,Borough,1,Winter 2014-15,0,10.21,,,10.2,
365,Borough,1,Winter 2013-14,0,12.5,,,12.5,
365,Borough,1,Winter 2012-13,0,11.16,,,11.2,
365,Borough,1,Winter 2011-12,0,9.93,,,9.9,
365,Borough,1,Winter 2010-11,0,13.85,,,13.8,
365,Borough,1,Winter 2009-10,0,10.95,,,10.9,
365,Borough,1,Winter 2008-09,0,14.08,,,14.1,
365,Borough,1,Summer 2021,0,8.6408,,,8.6,
365,Borough,1,Summer 2020,0,7.24,,,7.2,
365,Borough,1,Summer 2019,0,7.99,,,8.0,
365,Borough,1,Summer 2018,0,8.61,,,8.6,
365,Borough,1,Summer 2017,0,9.58,,,9.6,
365,Borough,1,Summer 2016,0,8.29,,,8.3,
365,Borough,1,Summer 2015,0,9.9,,,9.9,
365,Borough,1,Summer 2014,0,8.85,,,8.8,
365,Borough,1,Summer 2013,0,10.44,,,10.4,
365,Borough,1,Summer 2012,0,10.51,,,10.5,
365,Borough,1,Summer 2011,0,11.66,,,11.7,
365,Borough,1,Summer 2010,0,12.12,,,12.1,
365,Borough,1,Summer 2009,0,10.73,,,10.7,
365,Borough,1,Annual Average 2021,0,6.6443,,,6.6,
365,Borough,1,Annual Average 2020,0,6.11,,,6.1,
365,Borough,1,Annual Average 2019,0,6.91,,,6.9,
365,Borough,1,Annual Average 2018,0,7.25,,,7.2,
365,Borough,1,Annual Average 2017,0,7.72,,,7.7,
365,Borough,1,Annual Average 2016,0,7.75,,,7.8,
365,Borough,1,Annual Average 2015,0,9.24,,,9.2,
365,Borough,1,Annual Average 2014,0,9.27,,,9.3,
365,Borough,1,Annual Average 2013,0,9.1,,,9.1,
365,Borough,1,Annual Average 2012,0,9.54,,,9.5,
365,Borough,1,Annual Average 2011,0,10.82,,,10.8,
365,Borough,1,Annual Average 2010,0,10.14,,,10.1,
365,Borough,1,Annual Average 2009,0,11.05,,,11.0,
365,Borough,2,Winter 2020-21,0,6.8865,,,6.9,
365,Borough,2,Winter 2019-20,0,7.62,,,7.6,
365,Borough,2,Winter 2018-19,0,7.29,,,7.3,
365,Borough,2,Winter 2017-18,0,8.53,,,8.5,
365,Borough,2,Winter 2016-17,0,7.94,,,7.9,
365,Borough,2,Winter 2015-16,0,8.42,,,8.4,
365,Borough,2,Winter 2014-15,0,9.03,,,9.0,
365,Borough,2,Winter 2013-14,0,11.86,,,11.9,
365,Borough,2,Winter 2012-13,0,10.33,,,10.3,
365,Borough,2,Winter 2011-12,0,9.17,,,9.2,
365,Borough,2,Winter 2010-11,0,12.62,,,12.6,
365,Borough,2,Winter 2009-10,0,9.97,,,10.0,
365,Borough,2,Winter 2008-09,0,12.88,,,12.9,
365,Borough,2,Summer 2021,0,8.4908,,,8.5,
365,Borough,2,Summer 2020,0,6.94,,,6.9,
365,Borough,2,Summer 2019,0,8.19,,,8.2,
365,Borough,2,Summer 2018,0,8.41,,,8.4,
365,Borough,2,Summer 2017,0,9.09,,,9.1,
